exercise_id,exercise_name,exercise_type,body_part,equipment,primary_muscle,secondary_muscle,movement_type,exercise_image
2984,Dumbbell + Two Arm Seated Hammer Curl On Exercise Ball,bilateral_simultaneous,forearms,dumbbell,brachialis,biceps brachii|brachioradialis,isolation,https://apilyfta.com/static/GymvisualPNG/16811101-Dumbbell-Two-Arm-Seated-Hammer-Curl-on-Exercise-Ball_Upper-Arms_small.png
1616,Cable + Hammer Curl,bilateral_simultaneous,forearms,cable,brachialis|brachioradialis,biceps brachii,isolation,https://apilyfta.com/static/GymvisualPNG/01651101-Cable-Hammer-Curl-(with-rope)-m_Forearms_small.png
153,Dumbbell + One Arm Wrist Curl,unilateral_alternating,forearms,dumbbell,flexors,extensors,isolation,https://apilyfta.com/static/GymvisualPNG/03641101-Dumbbell-One-arm-Wrist-Curl_Forearm-SFIX_small.png
28015,Ez Barbell + Ez Bar Seated Wrist Reverse Curl,bilateral_simultaneous,forearms,ez barbell,extensors|flexors,,isolation,https://apilyfta.com/static/GymvisualPNG/63641101-EZ-Bar-Seated-Wrist-Reverse-Curl_Forearms_small.png
1661,Cable + Reverse Wrist Curl,bilateral_simultaneous,forearms,cable,extensors,flexors,isolation,https://apilyfta.com/static/GymvisualPNG/02101101-Cable-Reverse-Wrist-Curl_Forearm_small.png
1880,Dumbbell + Standing Reverse Curl,bilateral_simultaneous,forearms,dumbbell,brachialis|brachioradialis,biceps brachii,isolation,https://apilyfta.com/static/GymvisualPNG/04291101-Dumbbell-Standing-Reverse-Curl_Forearms_small.png
2783,Body Weight + Modified Push Up To Forearms,bilateral_simultaneous,forearms,body weight,triceps,front deltoids|middle chests,compound,https://apilyfta.com/static/GymvisualPNG/14211101-Modified-Push-Up-to-Forearms_Forearms_small.png
399,Barbell + Behind Back Finger Curl,bilateral_simultaneous,forearms,barbell,flexors,,isolation,https://apilyfta.com/static/GymvisualPNG/16101101-Barbell-Behind-Back-Finger-Curl_Forearms_small.png
1820,Dumbbell + Over Bench Wrist Curl,bilateral_simultaneous,forearms,dumbbell,flexors,,isolation,https://apilyfta.com/static/GymvisualPNG/03691101-Dumbbell-Over-Bench-Wrist-Curl_Forearms_small.png
28017,Dumbbell + Standing Back Wrist Curl,bilateral_simultaneous,forearms,dumbbell,extensors,,isolation,https://apilyfta.com/static/GymvisualPNG/63661101-Dumbbell-Standing-Back-Wrist-Curl_Forearms_small.png
4192,Cable + Standing Reverse Grip Curl,bilateral_simultaneous,forearms,cable,brachialis|brachioradialis,biceps brachii,isolation,https://apilyfta.com/static/GymvisualPNG/29541101-Cable-Standing-Reverse-Grip-Curl-(Straight-bar)_Forearms_small.png
28014,Cable + Standing Wrist Reverse Curl,bilateral_simultaneous,forearms,cable,extensors,,isolation,https://apilyfta.com/static/GymvisualPNG/63631101-Cable-Standing-Wrist-Reverse-Curl_Forearms_small.png
4027,Weighted + Wrist - Adduction - Articulations,bilateral_simultaneous,forearms,body weight,flexors|extensors,,isolation,https://apilyfta.com/static/GymvisualPNG/27891101-Wrist---Adduction_Articulations_small.png
28010,Dumbbell + Standing Wrist Curl,bilateral_simultaneous,forearms,dumbbell,flexors,,isolation,https://apilyfta.com/static/GymvisualPNG/63591101-Dumbbell-Standing-Wrist-Curl_Forearms_small.png
2172,Side Wrist Pull Stretch,duration_based,forearms,body weight,flexors|extensors,,isolation,https://apilyfta.com/static/GymvisualPNG/07211101-Side-Wrist-Pull-Stretch_Forearms_small.png
5440,Weighted + Seated Reverse Wrist Curl,bilateral_simultaneous,forearms,weighted,extensors,,isolation,https://apilyfta.com/static/GymvisualPNG/42321101-Weighted-Seated-Reverse-Wrist-Curl_Forearms_small.png
1561,Barbell + Standing Reverse Grip Curl,bilateral_simultaneous,forearms,barbell,extensors,brachialis|biceps brachii,isolation,https://apilyfta.com/static/GymvisualPNG/01101101-Barbell-Standing-Reverse-Grip-Curl_Forearms_small.png
1576,Barbell + Wrist Curl,bilateral_simultaneous,forearms,barbell,flexors,,isolation,https://apilyfta.com/static/GymvisualPNG/01251101-Barbell-Wrist-Curl-II_Forearms_small.png
28018,Cable + Standing Back Wrist Curl,bilateral_simultaneous,forearms,cable,extensors,,isolation,https://apilyfta.com/static/GymvisualPNG/63671101-Cable-Standing-Back-Wrist-Curl_Forearms_small.png
1902,Barbell + Ez Reverse Grip Curl,bilateral_simultaneous,forearms,barbell,brachialis|brachioradialis,biceps brachii,isolation,https://apilyfta.com/static/GymvisualPNG/04511101-EZ-Barbell-Reverse-Grip-Curl_Forearms_small.png
1531,Barbell + Reverse Curl,bilateral_simultaneous,forearms,barbell,brachialis|brachioradialis,biceps brachii,isolation,https://apilyfta.com/static/GymvisualPNG/00801101-Barbell-Reverse-Curl_Forearm_small.png
166,Dumbbell + Reverse Preacher Curl,bilateral_simultaneous,forearms,dumbbell,extensors,brachialis|biceps brachii,isolation,https://apilyfta.com/static/GymvisualPNG/03841101-Dumbbell-Reverse-Preacher-Curl_Forearms_small.png
47333,Weighted + Standing Switching Palm Squeezes,bilateral_simultaneous,forearms,body weight,flexors,,isolation,https://apilyfta.com/static/GymvisualPNG/65821201-Standing-Switching-Palm-Squeezes-(male)_Forearms__GREEN.png
1530,Barbell + Revers Wrist Curl,bilateral_simultaneous,forearms,barbell,extensors,,isolation,https://apilyfta.com/static/GymvisualPNG/00791101-Barbell-Revers-Wrist-Curl-II_Forearms_small.png
1555,Barbell + Standing Back Wrist Curl,bilateral_simultaneous,forearms,barbell,extensors,,isolation,https://apilyfta.com/static/GymvisualPNG/01041101-Barbell-Standing-Back-Wrist-Curl_Forearms_small.png
1833,Dumbbell + Revers Grip Biceps Curl,bilateral_simultaneous,forearms,dumbbell,brachialis|brachioradialis,biceps brachii,isolation,https://apilyfta.com/static/GymvisualPNG/03821101-Dumbbell-Revers-grip-Biceps-Curl_Forearms_small.png
1532,Barbell + Reverse Preacher Curl,bilateral_simultaneous,forearms|biceps,barbell,extensors|biceps brachii,brachialis,isolation,https://apilyfta.com/static/GymvisualPNG/00811101-Barbell-Reverse-Preacher-Curl_Forearm_small.png
1567,Barbell + Straight Leg Deadlift,bilateral_simultaneous,hamstring,barbell,hamstrings,gluteus maximus|erector spinae,compound,https://apilyfta.com/static/GymvisualPNG/01161101-Barbell-Straight-Leg-Deadlift_Thighs-AFIX_small.png
2920,Leverage Machine + Lever Seated One Leg Curl,bilateral_simultaneous,hamstring,leverage machine,biceps femoris|semitendinosus|semimembranosus,,isolation,https://apilyfta.com/static/GymvisualPNG/15861101-Lever-Seated-One-Leg-Curl_Thighs_small.png
5490,Dumbbell + Lying Hamstring Curl,unilateral_simultaneous,hamstring,dumbbell,biceps femoris|semitendinosus|semimembranosus,,isolation,https://apilyfta.com/static/GymvisualPNG/42921301-Dumbbell-Lying-Hamstring-Curl_Thighs_720_small.png
2883,Barbell + Stiff Legged Deadlift,bilateral_simultaneous,hamstring,barbell,hamstrings,gluteus maximus|erector spinae,compound,https://apilyfta.com/static/GymvisualPNG/15431101-Barbell-Stiff-Legged-Deadlift_Hips_small.png
1790,Dumbbell + Lying Femoral,unilateral_simultaneous,hamstring,dumbbell,biceps femoris|semitendinosus|semimembranosus,,isolation,https://apilyfta.com/static/GymvisualPNG/03391101-Dumbbell-Lying-Femoral_Thighs_small.png
210,Weighted + Lever Kneeling Leg Curl,bilateral_simultaneous,hamstring,body weight,biceps femoris|semitendinosus|semimembranosus,,isolation,https://apilyfta.com/static/GymvisualPNG/05821101-Lever-Kneeling-Leg-Curl-(plate-loaded)_Thighs_small.png
222,Leverage Machine + Lever Seated Leg Curl,bilateral_simultaneous,hamstring,leverage machine,biceps femoris|semitendinosus|semimembranosus,,isolation,https://apilyfta.com/static/GymvisualPNG/05991101-Lever-Seated-Leg-Curl_Thighs-FIX_small.png
2924,Weighted + Lever Lying Single Leg Curl,bilateral_simultaneous,hamstring,body weight,biceps femoris|semitendinosus|semimembranosus,,isolation,https://apilyfta.com/static/GymvisualPNG/15901101-Lever-Lying-Single-Leg-Curl_Thighs_small.png
1566,Barbell + Stiff Leg Good Morning,bilateral_simultaneous,hamstring,barbell,hamstrings,gluteus maximus|erector spinae,compound,https://apilyfta.com/static/GymvisualPNG/01151101-Barbell-Stiff-Leg-Good-Morning_Waist_small.png
2000,Kettlebell + Swing,bilateral_simultaneous,hamstring,kettlebell,gluteus maximus,hamstrings|erector spinae,compound,https://apilyfta.com/static/GymvisualPNG/05491101-Kettlebell-Swing_Kettlebell_small.png
4675,Dumbbell + Swing,unilateral_simultaneous,hamstring,dumbbell,gluteus maximus,hamstrings|erector spinae,compound,https://apilyfta.com/static/GymvisualPNG/34451101-Dumbbell-Swing-(female)_Hips_small.png
4432,Weighted + Lever Lying Two-One Leg Curl,bilateral_simultaneous,hamstring,body weight,biceps femoris|semitendinosus|semimembranosus,,isolation,https://apilyfta.com/static/GymvisualPNG/31951101-Lever-Lying-Two-One-Leg-Curl_Thighs_small.png
213,Weighted + Lever Lying Leg Curl,bilateral_simultaneous,hamstring,body weight,biceps femoris|semitendinosus|semimembranosus,,isolation,https://apilyfta.com/static/GymvisualPNG/05861101-Lever-Lying-Leg-Curl_Thighs_small.png
1495,Barbell + Good Morning,bilateral_simultaneous,hamstring,barbell,hamstrings,gluteus maximus|erector spinae,compound,https://apilyfta.com/static/GymvisualPNG/00441101-Barbell-Good-Morning_Thighs-AFIX_small.png
258,Smith Machine + Smith Squat,bilateral_simultaneous,hips,smith machine,gluteus maximus,quadriceps|hamstrings,compound,https://apilyfta.com/static/GymvisualPNG/07701101-Smith-Squat_Hips_small.png
1536,Barbell + Romanian Deadlift,bilateral_simultaneous,hips,barbell,gluteus maximus,hamstrings|erector spinae,compound,https://apilyfta.com/static/GymvisualPNG/00851101-Barbell-Romanian-Deadlift_Hips_small.png
1882,Dumbbell + Step-Up,unilateral_alternating,hips,dumbbell,gluteus maximus,quadriceps|hamstrings,compound,https://apilyfta.com/static/GymvisualPNG/04311101-Dumbbell-Step-up_Hips_small.png
50,Barbell + Sumo Deadlift,bilateral_simultaneous,hips,barbell,gluteus maximus,hamstrings|quadriceps|adductors,compound,https://apilyfta.com/static/GymvisualPNG/01171101-Barbell-Sumo-Deadlift_Hips_small.png
392,Smith Machine + Smith Stiff Legged Deadlift,bilateral_simultaneous,hips,smith machine,gluteus maximus,hamstrings|erector spinae,compound,https://apilyfta.com/static/GymvisualPNG/15971101-Smith-Stiff-Legged-Deadlift_Hips_small.png
2884,Barbell + Wide Stance Stiff Leg Deadlift,bilateral_simultaneous,hips,barbell,gluteus maximus,hamstrings|erector spinae|adductors,compound,https://apilyfta.com/static/GymvisualPNG/15441101-Barbell-Wide-Stance-Stiff-Leg-Deadlift_Hips_small.png
2872,Barbell + Romanian Deadlift From Deficit,bilateral_simultaneous,hips,barbell,gluteus maximus,hamstrings|erector spinae,compound,https://apilyfta.com/static/GymvisualPNG/15321101-Barbell-Romanian-Deadlift-From-Deficit_Thighs_small.png
2860,Smith Machine + Smith Good Morning Off Pins,bilateral_simultaneous,hips,smith machine,gluteus maximus,hamstrings|erector spinae,compound,https://apilyfta.com/static/GymvisualPNG/15191101-Smith-Good-Morning-Off-Pins_Hips_small.png
27,Barbell + Lying Lifting,bilateral_simultaneous,hips,barbell,gluteus maximus,hamstrings,compound,https://apilyfta.com/static/GymvisualPNG/00581101-Barbell-Lying-Lifting-(on-hip)_Hips_small.png
2206,Smith Machine + Smith Hack Squat,bilateral_simultaneous,hips,smith machine,quadriceps,gluteus maximus|hamstrings,compound,https://apilyfta.com/static/GymvisualPNG/07551101-Smith-Hack-Squat_Hips_small.png
4960,Barbell + Sumo Romanian Deadlift,bilateral_simultaneous,hips,barbell,gluteus maximus,hamstrings|erector spinae|adductors,compound,https://apilyfta.com/static/GymvisualPNG/37311101-Barbell-Sumo-Romanian-Deadlift_Hips_small.png
2906,Kettlebell + One Legged Deadlift,bilateral_simultaneous,hips,kettlebell,gluteus maximus,hamstrings|erector spinae,compound,https://apilyfta.com/static/GymvisualPNG/15691101-Kettlebell-One-Legged-Deadlift_Hips_small.png
1578,Barbell + Zercher Squat,bilateral_simultaneous,hips,barbell,quadriceps,gluteus maximus|hamstrings|core,compound,https://apilyfta.com/static/GymvisualPNG/01271101-Barbell-Zercher-Squat_Hips_small.png
5382,Barbell + Banded Romanian Deadlift,bilateral_simultaneous,hips,barbell,gluteus maximus,hamstrings|erector spinae,compound,https://apilyfta.com/static/GymvisualPNG/41731101-Barbell-Banded-Romanian-Deadlift_Hips_small.png
1550,Barbell + Single Leg Split Squat,bilateral_simultaneous,hips,barbell,quadriceps,gluteus maximus|hamstrings,compound,https://apilyfta.com/static/GymvisualPNG/00991101-Barbell-Single-Leg-Split-Squat_Hips_small.png
292,Barbell + Hip Thrust,bilateral_simultaneous,hips,barbell,gluteus maximus,hamstrings,compound,https://apilyfta.com/static/GymvisualPNG/10601101-Barbell-Hip-Thrust_Hips_small.png
1483,Barbell + Deadlift,bilateral_simultaneous,hips,barbell,gluteus maximus,hamstrings|quadriceps|erector spinae,compound,https://apilyfta.com/static/GymvisualPNG/00321101-Barbell-Deadlift_Hips-FIX2_small.png
7,Barbell + Deadlift,bilateral_simultaneous,hips,barbell,gluteus maximus,hamstrings|quadriceps|erector spinae,compound,https://apilyfta.com/static/GymvisualPNG/00321101-Barbell-Deadlift_Hips-FIX_small.png
46723,Smith Machine + Smith Sumo Deadlift,bilateral_simultaneous,hips,smith machine,gluteus maximus,hamstrings|quadriceps|adductors,compound,https://apilyfta.com/static/GymvisualPNG/73741201-Smith-Sumo-Deadlift_Hips_GREEN.png
5323,Weighted + Landmine Romanian Deadlift,bilateral_simultaneous,hips,barbell,gluteus maximus,hamstrings|erector spinae,compound,https://apilyfta.com/static/GymvisualPNG/41131101-Landmine-Romanian-Deadlift-(male)_Hips_small.png
1525,Barbell + Rack Pull,bilateral_simultaneous,hips,barbell,gluteus maximus,hamstrings|quadriceps|erector spinae,compound,https://apilyfta.com/static/GymvisualPNG/00741101-Barbell-Rack-Pull_Hips-FIX_small.png
27324,Barbell + Box Squat,bilateral_simultaneous,hips,barbell,gluteus maximus,quadriceps|hamstrings,compound,https://apilyfta.com/static/GymvisualPNG/49621101-Barbell-Box-Squat_Hips_small.png
5217,Smith Machine + Smith Sumo Squat,bilateral_simultaneous,hips,smith machine,gluteus maximus,quadriceps|hamstrings,compound,https://apilyfta.com/static/GymvisualPNG/40051101-Smith-Sumo-Squat-(female)_Hips_small.png
4569,Dumbbell + Single Stiff Leg Deadlift,unilateral_alternating,hips,dumbbell,gluteus maximus,hamstrings|erector spinae,compound,https://apilyfta.com/static/GymvisualPNG/33381101-Dumbbell-Single-Stiff-Leg-Deadlift_Hips-FIX_small.png
2200,Smith Machine + Smith Bent Knee Good Morning,bilateral_simultaneous,hips,smith machine,gluteus maximus,hamstrings|erector spinae,compound,https://apilyfta.com/static/GymvisualPNG/07491101-Smith-Bent-Knee-Good-morning_Hips_small.png
5343,Kettlebell + Suitcase Deadlift,bilateral_simultaneous,hips,kettlebell,gluteus maximus,hamstrings|quadriceps|erector spinae,compound,https://apilyfta.com/static/GymvisualPNG/41331101-Kettlebell-Suitcase-Deadlift-(male)_Hips_small.png
2492,Barbell + One Leg Hip Thrust,bilateral_simultaneous,hips,barbell,gluteus maximus,hamstrings,compound,https://apilyfta.com/static/GymvisualPNG/10611101-Barbell-one-leg-hip-thrust_Hips_small.png
3462,Dumbbell + Romanian Deadlift,bilateral_simultaneous,hips,dumbbell,gluteus maximus,hamstrings|erector spinae,compound,https://apilyfta.com/static/GymvisualPNG/22221101-Dumbbell-Romanian-Deadlift-(female)_Hips_small.png
1497,Barbell + Hack Squat,bilateral_simultaneous,hips,barbell,quadriceps,gluteus maximus|hamstrings,compound,https://apilyfta.com/static/GymvisualPNG/00461101-Barbell-Hack-Squat_Hips_small.png
1493,Barbell + Front Squat,bilateral_simultaneous,hips,barbell,quadriceps,gluteus maximus|hamstrings,compound,https://apilyfta.com/static/GymvisualPNG/00421101-Barbell-Front-Squat_Hips-FIX_small.png
1883,Dumbbell + Stiff Leg Deadlift,bilateral_simultaneous,hips,dumbbell,gluteus maximus,hamstrings|erector spinae,compound,https://apilyfta.com/static/GymvisualPNG/04321101-Dumbbell-Stiff-Leg-Deadlift_Waist_small.png
4962,Kettlebell + Straight Leg Deadlift,bilateral_simultaneous,hips,kettlebell,gluteus maximus,hamstrings|erector spinae,compound,https://apilyfta.com/static/GymvisualPNG/37331101-Kettlebell-Straight-leg-Deadlift_Hips_small.png
4045,Dumbbell + Sumo Pull Through,unilateral_simultaneous,hips,dumbbell,gluteus maximus,hamstrings|adductors,compound,https://apilyfta.com/static/GymvisualPNG/28071101-Dumbbell-Sumo-Pull-Through_Hips_small.png
27645,Barbell + Kas Glute Bridge (Female),bilateral_simultaneous,hips,barbell,gluteus maximus,hamstrings,compound,https://apilyfta.com/static/GymvisualPNG/54511101-Barbell-KAS-Glute-Bridge-(female)_Hips_small.png
4348,Smith Machine + Smith Hip Thrust,bilateral_simultaneous,hips,smith machine,gluteus maximus,hamstrings,compound,https://apilyfta.com/static/GymvisualPNG/31101101-Smith-Hip-Thrust_Hips_small.png
2772,Barbell + Glute Bridge,bilateral_simultaneous,hips,barbell,gluteus maximus,hamstrings,compound,https://apilyfta.com/static/GymvisualPNG/14091101-Barbell-Glute-Bridge_Hips_small.png
3456,Barbell + Hip Thrust,bilateral_simultaneous,hips,barbell,gluteus maximus,hamstrings,compound,https://apilyfta.com/static/GymvisualPNG/22161101-Barbell-Hip-Thrust-(female)_Hips_small.png
5601,Kettlebell + Kettlebells Sumo Deadlift,bilateral_simultaneous,hips,kettlebell,gluteus maximus,hamstrings|quadriceps,compound,https://apilyfta.com/static/GymvisualPNG/44031101-Kettlebells-Sumo-Deadlift_Hips_small.png
179,Dumbbell + Squat,bilateral_simultaneous,hips|quadriceps,dumbbell,quadriceps,gluteus maximus|hamstrings,compound,https://apilyfta.com/static/GymvisualPNG/04131101-Dumbbell-Squat_Hips_small.png
146,Dumbbell + Lunge,unilateral_alternating,hips|quadriceps,dumbbell,quadriceps,gluteus maximus|hamstrings,compound,https://apilyfta.com/static/GymvisualPNG/03361101-Dumbbell-Lunge_Hips_small.png
1477,Barbell + Bench Squat,bilateral_simultaneous,hips|quadriceps,barbell,quadriceps,gluteus maximus|hamstrings,compound,https://apilyfta.com/static/GymvisualPNG/00261101-Barbell-Bench-Squat_Hips_small.png
244,Smith Machine + Smith Deadlift,bilateral_simultaneous,hips|quadriceps,smith machine,gluteus maximus|hamstrings|erector spinaes,,compound,https://apilyfta.com/static/GymvisualPNG/07521101-Smith-Deadlift_Hips_small.png
1787,Dumbbell + Lunge,unilateral_alternating,hips|quadriceps,dumbbell,quadriceps,gluteus maximus|hamstrings,compound,https://apilyfta.com/static/GymvisualPNG/03361101-Dumbbell-Lunge_Hips-FIX_small.png
3522,Weighted + Lever Neck Left Side Flexion,bilateral_simultaneous,neck,weighted,sternocleidomastoids,splenii,isolation,https://apilyfta.com/static/GymvisualPNG/22831101-Lever-Neck-Left-Side-Flexion-(plate-loaded)_Neck_small.png
5430,Weighted + Tiger Tail Neck,bilateral_simultaneous,neck,weighted,sternocleidomastoids,splenii|trapeziuses,isolation,https://apilyfta.com/static/GymvisualPNG/42221101-Tiger-Tail-Neck_Neck_small.png
27570,Roll Neck Decompress Lying On Floor,duration_based,neck,body weight,sternocleidomastoids,splenii,isolation,https://apilyfta.com/static/GymvisualPNG/53721101-Roll-Neck-Decompress-Lying-on-Floor_Neck_small.png
4671,Weighted + Seated Flexion And Extension Neck,bilateral_simultaneous,neck,weighted,sternocleidomastoids,splenii,isolation,https://apilyfta.com/static/GymvisualPNG/34411101-Seated-Flexion-And-Extension-Neck-(male)_Neck_small.png
3118,Weighted + Rotating Neck Stretch,bilateral_simultaneous,neck,body weight,sternocleidomastoids,splenii,isolation,https://apilyfta.com/static/GymvisualPNG/18311101-Rotating-Neck-Stretch_Neck_small.png
287,Weighted + Lying Neck Extension,bilateral_simultaneous,neck,weighted,splenii,sternocleidomastoids|trapeziuses,isolation,https://apilyfta.com/static/GymvisualPNG/10421101-Weighted-Lying-Neck-Extension_neck_small.png
4387,Weighted + Chin Tuck,bilateral_simultaneous,neck,body weight,sternocleidomastoids,splenii,isolation,https://apilyfta.com/static/GymvisualPNG/31491101-Chin-Tuck_Neck_small.png
3647,Weighted + Lying Neck Flexion,bilateral_simultaneous,neck,weighted,sternocleidomastoids,splenii,isolation,https://apilyfta.com/static/GymvisualPNG/24091101-Weighted-Lying-Neck-Flexion-(with-head-harness)_Neck_small.png
3123,Forward Flexion Neck Stretch,duration_based,neck,body weight,sternocleidomastoids,splenii,isolation,https://apilyfta.com/static/GymvisualPNG/18361101-Forward-Flexion-Neck-Stretch_Neck_small.png
3521,Weighted + Lever Neck Extension,bilateral_simultaneous,neck,weighted,splenii,sternocleidomastoids|trapeziuses,isolation,https://apilyfta.com/static/GymvisualPNG/22821101-Lever-Neck-Extension-(plate-loaded)_Neck_small.png
5209,Weighted + Neck Circle Stretch,bilateral_simultaneous,neck,body weight,sternocleidomastoids,splenii|trapeziuses,isolation,https://apilyfta.com/static/GymvisualPNG/39941301-Neck-Circle-Stretch_Neck_720_small.png
27477,Seated Neck Stretch,duration_based,neck,body weight,sternocleidomastoids,splenii,isolation,https://apilyfta.com/static/GymvisualPNG/51621101-Seated-Neck-Stretch_Stretching_small.png
5625,Weighted + Lying Neck Side To Side,bilateral_simultaneous,neck,weighted,sternocleidomastoids,splenii,isolation,https://apilyfta.com/static/GymvisualPNG/44311101-Weighted-Lying-Neck-Side-to-Side_Neck_small.png
3650,Cable + Seated Neck Flexion,bilateral_simultaneous,neck,cable,sternocleidomastoids,splenii,isolation,https://apilyfta.com/static/GymvisualPNG/24121101-Cable-Seated-Neck-Flexion-(with-head-harness)_Neck_small.png
1913,Weighted + Front And Back Neck Stretch,bilateral_simultaneous,neck,body weight,sternocleidomastoids,splenii,isolation,https://apilyfta.com/static/GymvisualPNG/04621101-Front-and-Back-Neck-Stretch_Neck_small.png
46722,Standing Side Neck Stretch,duration_based,neck,body weight,sternocleidomastoids,splenii,isolation,https://apilyfta.com/static/GymvisualPNG/73061201-Standing-Side-Neck-Stretch-(female)_Neck_GREEN.png
3119,Diagonal Flexion Neck Stretch,duration_based,neck,body weight,sternocleidomastoids,splenii,isolation,https://apilyfta.com/static/GymvisualPNG/18321101-Diagonal-Flexion-Neck-Stretch_Neck_small.png
5624,Weighted + Side Lying Side Neck Raise,bilateral_simultaneous,neck,weighted,sternocleidomastoids,splenii,isolation,https://apilyfta.com/static/GymvisualPNG/44301101-Weighted-Side-Lying-Side-Neck-Raise_Neck_small.png
3646,Weighted + Lying Neck Extension,bilateral_simultaneous,neck,weighted,splenii,sternocleidomastoids|trapeziuses,isolation,https://apilyfta.com/static/GymvisualPNG/24081101-Weighted-Lying-Neck-Extension-(with-head-harness)_Neck_small.png
3120,Neck Extension Stretch,duration_based,neck,body weight,splenii,sternocleidomastoids,isolation,https://apilyfta.com/static/GymvisualPNG/18331101-Neck-Extension-Stretch_Neck_small.png
288,Weighted + Lying Neck Flexion,bilateral_simultaneous,neck,weighted,sternocleidomastoids,splenii,isolation,https://apilyfta.com/static/GymvisualPNG/10431101-Weighted-Lying-Neck-Flexion_neck_small.png
5487,Neck Side Stretch,duration_based,neck,body weight,sternocleidomastoids,splenii,isolation,https://apilyfta.com/static/GymvisualPNG/42891101-Neck-Side-Stretch-(female)_Neck_small.png
27402,Weighted + Prone Cervical Extension,bilateral_simultaneous,neck,body weight,splenii,sternocleidomastoids,isolation,https://apilyfta.com/static/GymvisualPNG/50601101-Prone-Cervical-Extension_Neck_small.png
3130,Weighted + Assisted Rotating Neck Stretch,bilateral_simultaneous,neck,body weight,sternocleidomastoids,splenii,isolation,https://apilyfta.com/static/GymvisualPNG/18431101-Assisted-Rotating-Neck-Stretch_Neck_small.png
3648,Weighted + Standing Neck Extension,bilateral_simultaneous,neck,weighted,splenii,sternocleidomastoids|trapeziuses,isolation,https://apilyfta.com/static/GymvisualPNG/24101101-Weighted-Standing-Neck-Extension-(with-head-harness)_Neck_small.png
3127,Weighted + Neck Flexor And Rotational Stretch,bilateral_simultaneous,neck,body weight,sternocleidomastoids,splenii,isolation,https://apilyfta.com/static/GymvisualPNG/18401101-Neck-Flexor-And-Rotational-Stretch_Neck_small.png
5623,Weighted + Lying Side Neck Raise,bilateral_simultaneous,neck,weighted,sternocleidomastoids,splenii,isolation,https://apilyfta.com/static/GymvisualPNG/44291101-Weighted-Lying-Side-Neck-Raise_Neck_small.png
3121,Neck Protraction Stretch,duration_based,neck,body weight,sternocleidomastoids,splenii,isolation,https://apilyfta.com/static/GymvisualPNG/18341101-Neck-Protraction-Stretch_Neck_small.png
47288,Weighted + 5 Sec Fist Against Chin,bilateral_simultaneous,neck,body weight,sternocleidomastoids,splenii,isolation,https://apilyfta.com/static/GymvisualPNG/64071201-5-Sec-Fist-Against-Chin-(male)_Neck__GREEN.png
3122,Sitting Neck Flexion Stretch,duration_based,neck,body weight,sternocleidomastoids,splenii,isolation,https://apilyfta.com/static/GymvisualPNG/18351101-Sitting-Neck-Flexion-Stretch_Neck_small.png
47256,Weighted + Chin Tuck Against The Wall,bilateral_simultaneous,neck,body weight,sternocleidomastoids,splenii,isolation,https://apilyfta.com/static/GymvisualPNG/63721201-Chin-Tuck-against-the-Wall-(male)_Neck__GREEN.png
27405,Weighted + Seated Chin Tuck,bilateral_simultaneous,neck,body weight,sternocleidomastoids,splenii,isolation,https://apilyfta.com/static/GymvisualPNG/50631101-Seated-Chin-Tuck_Neck_small.png
268,Weighted + Seated Neck Extension,bilateral_simultaneous,neck,weighted,splenii,sternocleidomastoids|trapeziuses,isolation,https://apilyfta.com/static/GymvisualPNG/08481101-Weighted-Seated-Neck-Extension-(with-head-harness)_Neck_small.png
27404,Weighted + Lying Chin Tucks,bilateral_simultaneous,neck,body weight,sternocleidomastoids,splenii,isolation,https://apilyfta.com/static/GymvisualPNG/50621101-Lying-Chin-Tucks_Neck_small.png
3128,Lying Neck Extensor Stretch,duration_based,neck,body weight,splenii,sternocleidomastoids,isolation,https://apilyfta.com/static/GymvisualPNG/18411101-Lying-Neck-Extensor-Stretch_Neck_small.png
3131,Weighted + Extension And Inclination Neck Stretch,bilateral_simultaneous,neck,body weight,sternocleidomastoids,splenii,isolation,https://apilyfta.com/static/GymvisualPNG/18441101-Extension-And-Inclination-Neck-Stretch_Neck_small.png
257,Smith Machine + Smith Sprint Lunge,bilateral_simultaneous,quadriceps,smith machine,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/07691101-Smith-Split-Squat_Thighs-FIX_small.png
2494,Barbell + Sumo Squat,bilateral_simultaneous,quadriceps,barbell,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus|gluteus medius|gluteus minimus,compound,https://apilyfta.com/static/GymvisualPNG/10631101-Barbell-sumo-squat_Thighs-AFIX_small.png
1529,Barbell + Rear Lunge,bilateral_simultaneous,quadriceps,barbell,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/00781101-Barbell-Rear-Lunge-(without-weight)_Thighs_small.png
4228,Barbell + Walk Calves Activation,bilateral_simultaneous,quadriceps,barbell,gastrocnemius,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,compound,https://apilyfta.com/static/GymvisualPNG/29901101-Barbell-Walk-Calves-Activation_Thighs_small.png
